"keyfield","sav_spec","rep","height","pc","surv_meth","pc_meth","crew_grass"
"201905141142-314","Macroalgae",8,NA,0,NA,NA,NA
"201905141142-314","Macroalgae",9,NA,0,NA,NA,NA
"201905141015-291","Thalassia",1,0,0,NA,NA,NA
"201905141015-291","Thalassia",2,0,0,NA,NA,NA
"201905141015-291","Thalassia",3,0,0,NA,NA,NA
"201905141015-291","Thalassia",4,0,0,NA,NA,NA
"201905141015-291","Thalassia",5,0,0,NA,NA,NA
"201905141015-291","Thalassia",6,0,0,NA,NA,NA
"201905141015-291","Thalassia",7,0,0,NA,NA,NA
"201905141015-291","Thalassia",8,0,0,NA,NA,NA
"201905141015-291","Thalassia",9,0,0,NA,NA,NA
"201905141015-291","Syringodium",1,0,0,NA,NA,NA
"201905141015-291","Syringodium",2,0,0,NA,NA,NA
"201905141015-291","Syringodium",3,0,0,NA,NA,NA
"201905141015-291","Syringodium",4,0,0,NA,NA,NA
"201905141015-291","Syringodium",5,0,0,NA,NA,NA
"201905141015-291","Syringodium",6,0,0,NA,NA,NA
"201905141015-291","Syringodium",7,0,0,NA,NA,NA
"201905141015-291","Syringodium",8,0,0,NA,NA,NA
"201905141015-291","Syringodium",9,0,0,NA,NA,NA
"201905141015-291","Halodule",1,30,20,NA,NA,NA
"201905141015-291","Halodule",2,20,25,NA,NA,NA
"201905141015-291","Halodule",3,20,20,NA,NA,NA
"201905141015-291","Halodule",4,20,20,NA,NA,NA
"201905141015-291","Halodule",5,30,30,NA,NA,NA
"201905141015-291","Halodule",6,20,30,NA,NA,NA
"201905141015-291","Halodule",7,30,40,NA,NA,NA
"201905141015-291","Halodule",8,30,20,NA,NA,NA
"201905141015-291","Halodule",9,30,30,NA,NA,NA
"201905141015-291","Macroalgae",1,NA,0,NA,NA,NA
"201905141015-291","Macroalgae",2,NA,0,NA,NA,NA
"201905141015-291","Macroalgae",3,NA,0,NA,NA,NA
"201905141015-291","Macroalgae",4,NA,0,NA,NA,NA
"201905141015-291","Macroalgae",5,NA,0,NA,NA,NA
"201905141015-291","Macroalgae",6,NA,0,NA,NA,NA
"201905141015-291","Macroalgae",7,NA,0,NA,NA,NA
"201905141015-291","Macroalgae",8,NA,0,NA,NA,NA
"201905141015-291","Macroalgae",9,NA,0,NA,NA,NA
"201905141152-315","Thalassia",1,20,15,NA,NA,NA
"201905141152-315","Thalassia",2,20,20,NA,NA,NA
"201905141152-315","Thalassia",3,20,30,NA,NA,NA
"201905141152-315","Thalassia",4,30,30,NA,NA,NA
"201905141152-315","Thalassia",5,30,40,NA,NA,NA
"201905141152-315","Thalassia",6,30,25,NA,NA,NA
"201905141152-315","Thalassia",7,30,25,NA,NA,NA
"201905141152-315","Thalassia",8,20,40,NA,NA,NA
"201905141152-315","Thalassia",9,20,30,NA,NA,NA
"201905141152-315","Syringodium",1,0,0,NA,NA,NA
"201905141152-315","Syringodium",2,0,0,NA,NA,NA
"201905141152-315","Syringodium",3,0,0,NA,NA,NA
"201905141152-315","Syringodium",4,0,0,NA,NA,NA
"201905141152-315","Syringodium",5,0,0,NA,NA,NA
"201905141152-315","Syringodium",6,0,0,NA,NA,NA
"201905141152-315","Syringodium",7,0,0,NA,NA,NA
"201905141152-315","Syringodium",8,0,0,NA,NA,NA
"201905141152-315","Syringodium",9,0,0,NA,NA,NA
"201905141152-315","Halodule",1,0,0,NA,NA,NA
"201905141152-315","Halodule",2,0,0,NA,NA,NA
"201905141152-315","Halodule",3,0,0,NA,NA,NA
"201905141152-315","Halodule",4,0,0,NA,NA,NA
"201905141152-315","Halodule",5,0,0,NA,NA,NA
"201905141152-315","Halodule",6,0,0,NA,NA,NA
"201905141152-315","Halodule",7,0,0,NA,NA,NA
"201905141152-315","Halodule",8,0,0,NA,NA,NA
"201905141152-315","Halodule",9,0,0,NA,NA,NA
"201905141152-315","Macroalgae",1,NA,0,NA,NA,NA
"201905141152-315","Macroalgae",2,NA,0,NA,NA,NA
"201905141152-315","Macroalgae",3,NA,0,NA,NA,NA
"201905141152-315","Macroalgae",4,NA,0,NA,NA,NA
"201905141152-315","Macroalgae",5,NA,0,NA,NA,NA
"201905141152-315","Macroalgae",6,NA,0,NA,NA,NA
"201905141152-315","Macroalgae",7,NA,0,NA,NA,NA
"201905141152-315","Macroalgae",8,NA,0,NA,NA,NA
"201905141152-315","Macroalgae",9,NA,0,NA,NA,NA
"201905141125-313","Thalassia",1,0,0,NA,NA,NA
"201905141125-313","Thalassia",2,0,0,NA,NA,NA
"201905141125-313","Thalassia",3,0,0,NA,NA,NA
"201905141125-313","Thalassia",4,0,0,NA,NA,NA
"201905141125-313","Thalassia",5,0,0,NA,NA,NA
"201905141125-313","Thalassia",6,0,0,NA,NA,NA
"201905141125-313","Thalassia",7,0,0,NA,NA,NA
"201905141125-313","Thalassia",8,0,0,NA,NA,NA
"201905141125-313","Thalassia",9,0,0,NA,NA,NA
"201905141125-313","Syringodium",1,0,0,NA,NA,NA
"201905141125-313","Syringodium",2,0,0,NA,NA,NA
"201905141125-313","Syringodium",3,0,0,NA,NA,NA
"201905141125-313","Syringodium",4,0,0,NA,NA,NA
"201905141125-313","Syringodium",5,0,0,NA,NA,NA
"201905141125-313","Syringodium",6,0,0,NA,NA,NA
"201905141125-313","Syringodium",7,0,0,NA,NA,NA
"201905141125-313","Syringodium",8,0,0,NA,NA,NA
"201905141125-313","Syringodium",9,0,0,NA,NA,NA
"201905141125-313","Halodule",1,0,0,NA,NA,NA
"201905141125-313","Halodule",2,0,0,NA,NA,NA
"201905141125-313","Halodule",3,0,0,NA,NA,NA
"201905141125-313","Halodule",4,0,0,NA,NA,NA
"201905141125-313","Halodule",5,0,0,NA,NA,NA
"201905141125-313","Halodule",6,0,0,NA,NA,NA
"201905141125-313","Halodule",7,0,0,NA,NA,NA
"201905141125-313","Halodule",8,0,0,NA,NA,NA
"201905141125-313","Halodule",9,0,0,NA,NA,NA
"201905141125-313","Macroalgae",1,NA,0,NA,NA,NA
"201905141125-313","Macroalgae",2,NA,0,NA,NA,NA
"201905141125-313","Macroalgae",3,NA,0,NA,NA,NA
"201905141125-313","Macroalgae",4,NA,0,NA,NA,NA
"201905141125-313","Macroalgae",5,NA,0,NA,NA,NA
"201905141125-313","Macroalgae",6,NA,0,NA,NA,NA
"201905141125-313","Macroalgae",7,NA,0,NA,NA,NA
"201905141125-313","Macroalgae",8,NA,0,NA,NA,NA
"201905141125-313","Macroalgae",9,NA,0,NA,NA,NA
"201905141054-312","Thalassia",1,0,0,NA,NA,NA
"201905141054-312","Thalassia",2,0,0,NA,NA,NA
"201905141054-312","Thalassia",3,0,0,NA,NA,NA
"201905141054-312","Thalassia",4,0,0,NA,NA,NA
"201905141054-312","Thalassia",5,0,0,NA,NA,NA
"201905141054-312","Thalassia",6,0,0,NA,NA,NA
"201905141054-312","Thalassia",7,0,0,NA,NA,NA
"201905141054-312","Thalassia",8,0,0,NA,NA,NA
"201905141054-312","Thalassia",9,0,0,NA,NA,NA
"201905141054-312","Syringodium",1,0,0,NA,NA,NA
"201905141054-312","Syringodium",2,0,0,NA,NA,NA
"201905141054-312","Syringodium",3,0,0,NA,NA,NA
"201905141054-312","Syringodium",4,0,0,NA,NA,NA
"201905141054-312","Syringodium",5,0,0,NA,NA,NA
"201905141054-312","Syringodium",6,0,0,NA,NA,NA
"201905141054-312","Syringodium",7,0,0,NA,NA,NA
"201905141054-312","Syringodium",8,0,0,NA,NA,NA
"201905141054-312","Syringodium",9,0,0,NA,NA,NA
"201905141054-312","Halodule",1,20,20,NA,NA,NA
"201905141054-312","Halodule",2,20,20,NA,NA,NA
"201905141054-312","Halodule",3,20,10,NA,NA,NA
"201905141054-312","Halodule",4,20,10,NA,NA,NA
"201905141054-312","Halodule",5,30,10,NA,NA,NA
"201905141054-312","Halodule",6,30,30,NA,NA,NA
"201905141054-312","Halodule",7,20,10,NA,NA,NA
"201905141054-312","Halodule",8,20,30,NA,NA,NA
"201905141054-312","Halodule",9,20,30,NA,NA,NA
"201905141054-312","Macroalgae",1,NA,0,NA,NA,NA
"201905141054-312","Macroalgae",2,NA,0,NA,NA,NA
"201905141054-312","Macroalgae",3,NA,5,NA,NA,NA
"201905141054-312","Macroalgae",4,NA,0,NA,NA,NA
"201905141054-312","Macroalgae",5,NA,0,NA,NA,NA
"201905141054-312","Macroalgae",6,NA,0,NA,NA,NA
"201905141054-312","Macroalgae",7,NA,0,NA,NA,NA
"201905141054-312","Macroalgae",8,NA,5,NA,NA,NA
"201905141054-312","Macroalgae",9,NA,0,NA,NA,NA
"201905141403-326","Thalassia",1,10,5,NA,NA,NA
"201905141403-326","Thalassia",2,0,0,NA,NA,NA
"201905141403-326","Thalassia",3,0,0,NA,NA,NA
"201905141403-326","Thalassia",4,0,0,NA,NA,NA
"201905141403-326","Thalassia",5,10,5,NA,NA,NA
"201905141403-326","Thalassia",6,10,5,NA,NA,NA
"201905141403-326","Thalassia",7,0,0,NA,NA,NA
"201905141403-326","Thalassia",8,10,5,NA,NA,NA
"201905141403-326","Thalassia",9,10,5,NA,NA,NA
"201905141403-326","Syringodium",1,0,0,NA,NA,NA
"201905141403-326","Syringodium",2,0,0,NA,NA,NA
"201905141403-326","Syringodium",3,0,0,NA,NA,NA
"201905141403-326","Syringodium",4,0,0,NA,NA,NA
"201905141403-326","Syringodium",5,0,0,NA,NA,NA
"201905141403-326","Syringodium",6,0,0,NA,NA,NA
"201905141403-326","Syringodium",7,0,0,NA,NA,NA
"201905141403-326","Syringodium",8,0,0,NA,NA,NA
"201905141403-326","Syringodium",9,0,0,NA,NA,NA
"201905141403-326","Halodule",1,0,0,NA,NA,NA
"201905141403-326","Halodule",2,0,0,NA,NA,NA
"201905141403-326","Halodule",3,0,0,NA,NA,NA
"201905141403-326","Halodule",4,0,0,NA,NA,NA
"201905141403-326","Halodule",5,0,0,NA,NA,NA
"201905141403-326","Halodule",6,0,0,NA,NA,NA
"201905141403-326","Halodule",7,0,0,NA,NA,NA
"201905141403-326","Halodule",8,0,0,NA,NA,NA
"201905141403-326","Halodule",9,0,0,NA,NA,NA
"201905141403-326","Macroalgae",1,NA,0,NA,NA,NA
"201905141403-326","Macroalgae",2,NA,0,NA,NA,NA
"201905141403-326","Macroalgae",3,NA,0,NA,NA,NA
"201905141403-326","Macroalgae",4,NA,0,NA,NA,NA
"201905141403-326","Macroalgae",5,NA,0,NA,NA,NA
"201905141403-326","Macroalgae",6,NA,0,NA,NA,NA
"201905141403-326","Macroalgae",7,NA,0,NA,NA,NA
"201905141403-326","Macroalgae",8,NA,0,NA,NA,NA
"201905141403-326","Macroalgae",9,NA,0,NA,NA,NA
"201905141601-622","Thalassia",1,30,15,NA,NA,NA
"201905141601-622","Thalassia",2,30,15,NA,NA,NA
"201905141601-622","Thalassia",3,40,20,NA,NA,NA
"201905141601-622","Thalassia",4,30,15,NA,NA,NA
"201905141601-622","Thalassia",5,40,10,NA,NA,NA
"201905141601-622","Thalassia",6,40,10,NA,NA,NA
"201905141601-622","Thalassia",7,30,10,NA,NA,NA
"201905141601-622","Thalassia",8,30,10,NA,NA,NA
"201905141601-622","Thalassia",9,30,10,NA,NA,NA
"201905141601-622","Syringodium",1,0,0,NA,NA,NA
"201905141601-622","Syringodium",2,0,0,NA,NA,NA
"201905141601-622","Syringodium",3,0,0,NA,NA,NA
"201905141601-622","Syringodium",4,0,0,NA,NA,NA
"201905141601-622","Syringodium",5,0,0,NA,NA,NA
"201905141601-622","Syringodium",6,0,0,NA,NA,NA
"201905141601-622","Syringodium",7,0,0,NA,NA,NA
"201905141601-622","Syringodium",8,0,0,NA,NA,NA
"201905141601-622","Syringodium",9,0,0,NA,NA,NA
"201905141601-622","Halodule",1,0,0,NA,NA,NA
"201905141601-622","Halodule",2,0,0,NA,NA,NA
"201905141601-622","Halodule",3,0,0,NA,NA,NA
"201905141601-622","Halodule",4,0,0,NA,NA,NA
"201905141601-622","Halodule",5,0,0,NA,NA,NA
"201905141601-622","Halodule",6,0,0,NA,NA,NA
"201905141601-622","Halodule",7,0,0,NA,NA,NA
"201905141601-622","Halodule",8,0,0,NA,NA,NA
"201905141601-622","Halodule",9,0,0,NA,NA,NA
"201905141601-622","Macroalgae",1,NA,0,NA,NA,NA
"201905141601-622","Macroalgae",2,NA,0,NA,NA,NA
"201905141601-622","Macroalgae",3,NA,0,NA,NA,NA
"201905141601-622","Macroalgae",4,NA,0,NA,NA,NA
"201905141601-622","Macroalgae",5,NA,0,NA,NA,NA
"201905141601-622","Macroalgae",6,NA,0,NA,NA,NA
"201905141601-622","Macroalgae",7,NA,0,NA,NA,NA
"201905141601-622","Macroalgae",8,NA,0,NA,NA,NA
"201905141601-622","Macroalgae",9,NA,0,NA,NA,NA
"201905141512-324","Thalassia",1,0,0,NA,NA,NA
"201905141512-324","Thalassia",2,0,0,NA,NA,NA
"201905141512-324","Thalassia",3,0,0,NA,NA,NA
"201905141512-324","Thalassia",4,0,0,NA,NA,NA
"201905141512-324","Thalassia",5,0,0,NA,NA,NA
"201905141512-324","Thalassia",6,0,0,NA,NA,NA
"201905141512-324","Thalassia",7,15,5,NA,NA,NA
"201905141512-324","Thalassia",8,15,5,NA,NA,NA
"201905141512-324","Thalassia",9,0,0,NA,NA,NA
"201905141512-324","Syringodium",1,0,0,NA,NA,NA
"201905141512-324","Syringodium",2,0,0,NA,NA,NA
"201905141512-324","Syringodium",3,0,0,NA,NA,NA
"201905141512-324","Syringodium",4,0,0,NA,NA,NA
"201905141512-324","Syringodium",5,0,0,NA,NA,NA
"201905141512-324","Syringodium",6,0,0,NA,NA,NA
"201905141512-324","Syringodium",7,0,0,NA,NA,NA
"201905141512-324","Syringodium",8,0,0,NA,NA,NA
"201905141512-324","Syringodium",9,0,0,NA,NA,NA
"201905141512-324","Halodule",1,10,5,NA,NA,NA
"201905141512-324","Halodule",2,10,10,NA,NA,NA
"201905141512-324","Halodule",3,10,5,NA,NA,NA
"201905141512-324","Halodule",4,10,5,NA,NA,NA
"201905141512-324","Halodule",5,10,5,NA,NA,NA
"201905141512-324","Halodule",6,10,10,NA,NA,NA
"201905141512-324","Halodule",7,20,20,NA,NA,NA
"201905141512-324","Halodule",8,20,20,NA,NA,NA
"201905141512-324","Halodule",9,20,25,NA,NA,NA
"201905141512-324","Macroalgae",1,NA,0,NA,NA,NA
"201905141512-324","Macroalgae",2,NA,0,NA,NA,NA
"201905141512-324","Macroalgae",3,NA,0,NA,NA,NA
"201905141512-324","Macroalgae",4,NA,5,NA,NA,NA
"201905141512-324","Macroalgae",5,NA,0,NA,NA,NA
"201905141512-324","Macroalgae",6,NA,0,NA,NA,NA
"201905141512-324","Macroalgae",7,NA,0,NA,NA,NA
"201905141512-324","Macroalgae",8,NA,0,NA,NA,NA
"201905141512-324","Macroalgae",9,NA,0,NA,NA,NA
"201905141424-325","Thalassia",1,15,5,NA,NA,NA
"201905141424-325","Thalassia",2,0,0,NA,NA,NA
"201905141424-325","Thalassia",3,0,0,NA,NA,NA
"201905141424-325","Thalassia",4,0,0,NA,NA,NA
"201905141424-325","Thalassia",5,0,0,NA,NA,NA
"201905141424-325","Thalassia",6,0,0,NA,NA,NA
"201905141424-325","Thalassia",7,10,5,NA,NA,NA
"201905141424-325","Thalassia",8,0,0,NA,NA,NA
"201905141424-325","Thalassia",9,0,0,NA,NA,NA
"201905141424-325","Syringodium",1,0,0,NA,NA,NA
"201905141424-325","Syringodium",2,0,0,NA,NA,NA
"201905141424-325","Syringodium",3,0,0,NA,NA,NA
"201905141424-325","Syringodium",4,0,0,NA,NA,NA
"201905141424-325","Syringodium",5,0,0,NA,NA,NA
"201905141424-325","Syringodium",6,0,0,NA,NA,NA
"201905141424-325","Syringodium",7,0,0,NA,NA,NA
"201905141424-325","Syringodium",8,0,0,NA,NA,NA
"201905141424-325","Syringodium",9,0,0,NA,NA,NA
"201905141424-325","Halodule",1,0,0,NA,NA,NA
"201905141424-325","Halodule",2,0,0,NA,NA,NA
"201905141424-325","Halodule",3,0,0,NA,NA,NA
"201905141424-325","Halodule",4,0,0,NA,NA,NA
"201905141424-325","Halodule",5,0,0,NA,NA,NA
"201905141424-325","Halodule",6,0,0,NA,NA,NA
"201905141424-325","Halodule",7,0,0,NA,NA,NA
"201905141424-325","Halodule",8,0,0,NA,NA,NA
"201905141424-325","Halodule",9,0,0,NA,NA,NA
"201905141424-325","Macroalgae",1,NA,0,NA,NA,NA
"201905141424-325","Macroalgae",2,NA,0,NA,NA,NA
"201905141424-325","Macroalgae",3,NA,0,NA,NA,NA
"201905141424-325","Macroalgae",4,NA,0,NA,NA,NA
"201905141424-325","Macroalgae",5,NA,0,NA,NA,NA
"201905141424-325","Macroalgae",6,NA,0,NA,NA,NA
"201905141424-325","Macroalgae",7,NA,0,NA,NA,NA
"201905141424-325","Macroalgae",8,NA,0,NA,NA,NA
"201905141424-325","Macroalgae",9,NA,0,NA,NA,NA
"201905141431-402","Thalassia",1,15,10,NA,NA,NA
"201905141431-402","Thalassia",2,15,15,NA,NA,NA
"201905141431-402","Thalassia",3,20,10,NA,NA,NA
"201905141431-402","Thalassia",4,0,0,NA,NA,NA
"201905141431-402","Thalassia",5,0,0,NA,NA,NA
"201905141431-402","Thalassia",6,0,0,NA,NA,NA
"201905141431-402","Thalassia",7,20,10,NA,NA,NA
"201905141431-402","Thalassia",8,20,15,NA,NA,NA
"201905141431-402","Thalassia",9,20,15,NA,NA,NA
"201905141431-402","Syringodium",1,0,0,NA,NA,NA
"201905141431-402","Syringodium",2,0,0,NA,NA,NA
"201905141431-402","Syringodium",3,0,0,NA,NA,NA
"201905141431-402","Syringodium",4,0,0,NA,NA,NA
"201905141431-402","Syringodium",5,0,0,NA,NA,NA
"201905141431-402","Syringodium",6,0,0,NA,NA,NA
"201905141431-402","Syringodium",7,0,0,NA,NA,NA
"201905141431-402","Syringodium",8,0,0,NA,NA,NA
"201905141431-402","Syringodium",9,0,0,NA,NA,NA
"201905141431-402","Halodule",1,0,0,NA,NA,NA
"201905141431-402","Halodule",2,0,0,NA,NA,NA
"201905141431-402","Halodule",3,10,5,NA,NA,NA
"201905141431-402","Halodule",4,0,0,NA,NA,NA
"201905141431-402","Halodule",5,0,0,NA,NA,NA
"201905141431-402","Halodule",6,0,0,NA,NA,NA
"201905141431-402","Halodule",7,0,0,NA,NA,NA
"201905141431-402","Halodule",8,10,5,NA,NA,NA
"201905141431-402","Halodule",9,0,0,NA,NA,NA
"201905141431-402","Macroalgae",1,NA,0,NA,NA,NA
"201905141431-402","Macroalgae",2,NA,10,NA,NA,NA
"201905141431-402","Macroalgae",3,NA,0,NA,NA,NA
"201905141431-402","Macroalgae",4,NA,0,NA,NA,NA
"201905141431-402","Macroalgae",5,NA,0,NA,NA,NA
"201905141431-402","Macroalgae",6,NA,10,NA,NA,NA
"201905141431-402","Macroalgae",7,NA,0,NA,NA,NA
"201905141431-402","Macroalgae",8,NA,5,NA,NA,NA
"201905141431-402","Macroalgae",9,NA,5,NA,NA,NA
"201905141529-616","Thalassia",1,0,0,NA,NA,NA
"201905141529-616","Thalassia",2,0,0,NA,NA,NA
"201905141529-616","Thalassia",3,0,0,NA,NA,NA
"201905141529-616","Thalassia",4,0,0,NA,NA,NA
"201905141529-616","Thalassia",5,0,0,NA,NA,NA
"201905141529-616","Thalassia",6,0,0,NA,NA,NA
"201905141529-616","Thalassia",7,0,0,NA,NA,NA
"201905141529-616","Thalassia",8,0,0,NA,NA,NA
"201905141529-616","Thalassia",9,0,0,NA,NA,NA
"201905141529-616","Syringodium",1,0,0,NA,NA,NA
"201905141529-616","Syringodium",2,0,0,NA,NA,NA
"201905141529-616","Syringodium",3,0,0,NA,NA,NA
"201905141529-616","Syringodium",4,0,0,NA,NA,NA
"201905141529-616","Syringodium",5,0,0,NA,NA,NA
"201905141529-616","Syringodium",6,0,0,NA,NA,NA
"201905141529-616","Syringodium",7,0,0,NA,NA,NA
"201905141529-616","Syringodium",8,0,0,NA,NA,NA
"201905141529-616","Syringodium",9,0,0,NA,NA,NA
"201905141529-616","Halodule",1,20,10,NA,NA,NA
"201905141529-616","Halodule",2,20,5,NA,NA,NA
"201905141529-616","Halodule",3,20,5,NA,NA,NA
"201905141529-616","Halodule",4,10,5,NA,NA,NA
"201905141529-616","Halodule",5,10,5,NA,NA,NA
"201905141529-616","Halodule",6,10,10,NA,NA,NA
"201905141529-616","Halodule",7,10,5,NA,NA,NA
"201905141529-616","Halodule",8,10,5,NA,NA,NA
"201905141529-616","Halodule",9,10,5,NA,NA,NA
"201905141529-616","Macroalgae",1,NA,0,NA,NA,NA
"201905141529-616","Macroalgae",2,NA,0,NA,NA,NA
"201905141529-616","Macroalgae",3,NA,0,NA,NA,NA
"201905141529-616","Macroalgae",4,NA,0,NA,NA,NA
"201905141529-616","Macroalgae",5,NA,0,NA,NA,NA
"201905141529-616","Macroalgae",6,NA,0,NA,NA,NA
"201905141529-616","Macroalgae",7,NA,0,NA,NA,NA
"201905141529-616","Macroalgae",8,NA,0,NA,NA,NA
"201905141529-616","Macroalgae",9,NA,0,NA,NA,NA
"201905141448-408","Thalassia",1,15,10,NA,NA,NA
"201905141448-408","Thalassia",2,0,0,NA,NA,NA
"201905141448-408","Thalassia",3,0,0,NA,NA,NA
"201905141448-408","Thalassia",4,0,0,NA,NA,NA
"201905141448-408","Thalassia",5,20,10,NA,NA,NA
"201905141448-408","Thalassia",6,20,15,NA,NA,NA
"201905141448-408","Thalassia",7,20,10,NA,NA,NA
"201905141448-408","Thalassia",8,0,0,NA,NA,NA
"201905141448-408","Thalassia",9,20,5,NA,NA,NA
"201905141448-408","Syringodium",1,0,0,NA,NA,NA
"201905141448-408","Syringodium",2,0,0,NA,NA,NA
"201905141448-408","Syringodium",3,0,0,NA,NA,NA
"201905141448-408","Syringodium",4,0,0,NA,NA,NA
"201905141448-408","Syringodium",5,0,0,NA,NA,NA
"201905141448-408","Syringodium",6,0,0,NA,NA,NA
"201905141448-408","Syringodium",7,0,0,NA,NA,NA
"201905141448-408","Syringodium",8,0,0,NA,NA,NA
"201905141448-408","Syringodium",9,0,0,NA,NA,NA
"201905141448-408","Halodule",1,0,0,NA,NA,NA
"201905141448-408","Halodule",2,0,0,NA,NA,NA
"201905141448-408","Halodule",3,0,0,NA,NA,NA
"201905141448-408","Halodule",4,0,0,NA,NA,NA
"201905141448-408","Halodule",5,0,0,NA,NA,NA
"201905141448-408","Halodule",6,0,0,NA,NA,NA
"201905141448-408","Halodule",7,0,0,NA,NA,NA
"201905141448-408","Halodule",8,0,0,NA,NA,NA
"201905141448-408","Halodule",9,0,0,NA,NA,NA
"201905141448-408","Macroalgae",1,NA,0,NA,NA,NA
"201905141448-408","Macroalgae",2,NA,0,NA,NA,NA
"201905141448-408","Macroalgae",3,NA,0,NA,NA,NA
"201905141448-408","Macroalgae",4,NA,0,NA,NA,NA
"201905141448-408","Macroalgae",5,NA,0,NA,NA,NA
"201905141448-408","Macroalgae",6,NA,0,NA,NA,NA
"201905141448-408","Macroalgae",7,NA,0,NA,NA,NA
"201905141448-408","Macroalgae",8,NA,0,NA,NA,NA
"201905141448-408","Macroalgae",9,NA,0,NA,NA,NA
"201905141441-403","Thalassia",1,20,20,NA,NA,NA
"201905141441-403","Thalassia",2,20,20,NA,NA,NA
"201905141441-403","Thalassia",3,20,30,NA,NA,NA
"201905141441-403","Thalassia",4,20,30,NA,NA,NA
"201905141441-403","Thalassia",5,20,30,NA,NA,NA
"201905141441-403","Thalassia",6,30,30,NA,NA,NA
"201905141441-403","Thalassia",7,30,25,NA,NA,NA
"201905141441-403","Thalassia",8,30,30,NA,NA,NA
"201905141441-403","Thalassia",9,30,20,NA,NA,NA
"201905141441-403","Syringodium",1,0,0,NA,NA,NA
"201905141441-403","Syringodium",2,0,0,NA,NA,NA
"201905141441-403","Syringodium",3,0,0,NA,NA,NA
"201905141441-403","Syringodium",4,0,0,NA,NA,NA
"201905141441-403","Syringodium",5,0,0,NA,NA,NA
"201905141441-403","Syringodium",6,0,0,NA,NA,NA
"201905141441-403","Syringodium",7,0,0,NA,NA,NA
"201905141441-403","Syringodium",8,0,0,NA,NA,NA
"201905141441-403","Syringodium",9,0,0,NA,NA,NA
"201905141441-403","Halodule",1,0,0,NA,NA,NA
"201905141441-403","Halodule",2,0,0,NA,NA,NA
"201905141441-403","Halodule",3,0,0,NA,NA,NA
"201905141441-403","Halodule",4,0,0,NA,NA,NA
"201905141441-403","Halodule",5,0,0,NA,NA,NA
"201905141441-403","Halodule",6,0,0,NA,NA,NA
"201905141441-403","Halodule",7,0,0,NA,NA,NA
"201905141441-403","Halodule",8,0,0,NA,NA,NA
"201905141441-403","Halodule",9,0,0,NA,NA,NA
"201905141441-403","Macroalgae",1,NA,0,NA,NA,NA
"201905141441-403","Macroalgae",2,NA,5,NA,NA,NA
"201905141441-403","Macroalgae",3,NA,0,NA,NA,NA
"201905141441-403","Macroalgae",4,NA,0,NA,NA,NA
"201905141441-403","Macroalgae",5,NA,0,NA,NA,NA
"201905141441-403","Macroalgae",6,NA,5,NA,NA,NA
"201905141441-403","Macroalgae",7,NA,0,NA,NA,NA
"201905141441-403","Macroalgae",8,NA,0,NA,NA,NA
"201905141441-403","Macroalgae",9,NA,0,NA,NA,NA
"201905141538-619","Thalassia",1,0,0,NA,NA,NA
"201905141538-619","Thalassia",2,0,0,NA,NA,NA
"201905141538-619","Thalassia",3,0,0,NA,NA,NA
"201905141538-619","Thalassia",4,0,0,NA,NA,NA
"201905141538-619","Thalassia",5,0,0,NA,NA,NA
"201905141538-619","Thalassia",6,0,0,NA,NA,NA
"201905141538-619","Thalassia",7,0,0,NA,NA,NA
"201905141538-619","Thalassia",8,0,0,NA,NA,NA
"201905141538-619","Thalassia",9,0,0,NA,NA,NA
"201905141538-619","Syringodium",1,0,0,NA,NA,NA
"201905141538-619","Syringodium",2,0,0,NA,NA,NA
"201905141538-619","Syringodium",3,0,0,NA,NA,NA
"201905141538-619","Syringodium",4,0,0,NA,NA,NA
"201905141538-619","Syringodium",5,0,0,NA,NA,NA
"201905141538-619","Syringodium",6,0,0,NA,NA,NA
"201905141538-619","Syringodium",7,0,0,NA,NA,NA
"201905141538-619","Syringodium",8,0,0,NA,NA,NA
"201905141538-619","Syringodium",9,0,0,NA,NA,NA
"201905141538-619","Halodule",1,10,5,NA,NA,NA
"201905141538-619","Halodule",2,5,5,NA,NA,NA
"201905141538-619","Halodule",3,5,5,NA,NA,NA
"201905141538-619","Halodule",4,10,10,NA,NA,NA
"201905141538-619","Halodule",5,10,10,NA,NA,NA
"201905141538-619","Halodule",6,10,20,NA,NA,NA
"201905141538-619","Halodule",7,10,10,NA,NA,NA
"201905141538-619","Halodule",8,10,5,NA,NA,NA
"201905141538-619","Halodule",9,10,5,NA,NA,NA
"201905141538-619","Macroalgae",1,NA,0,NA,NA,NA
"201905141538-619","Macroalgae",2,NA,0,NA,NA,NA
"201905141538-619","Macroalgae",3,NA,0,NA,NA,NA
"201905141538-619","Macroalgae",4,NA,0,NA,NA,NA
"201905141538-619","Macroalgae",5,NA,0,NA,NA,NA
"201905141538-619","Macroalgae",6,NA,0,NA,NA,NA
"201905141538-619","Macroalgae",7,NA,0,NA,NA,NA
"201905141538-619","Macroalgae",8,NA,0,NA,NA,NA
"201905141538-619","Macroalgae",9,NA,0,NA,NA,NA
"201905141413-404","Thalassia",1,10,5,NA,NA,NA
"201905141413-404","Thalassia",2,0,0,NA,NA,NA
"201905141413-404","Thalassia",3,0,0,NA,NA,NA
"201905141413-404","Thalassia",4,0,0,NA,NA,NA
"201905141413-404","Thalassia",5,10,5,NA,NA,NA
"201905141413-404","Thalassia",6,10,5,NA,NA,NA
"201905141413-404","Thalassia",7,0,0,NA,NA,NA
