"keyfield","year","month","day","time","station","quadrant","lat","long","date","zone","waypoint_start","waypoint_end","tow_time","tow_area","tow_dist_rec","tow_dist_calc","sea_state","atmo","secchi","crew","depth_ft","depth_in","depth_cm","sal","temp","do_sat","do_mgl","chla","cass_spp","cteno_spp","notes"
"201706261258-302",2017,6,26,"12:58",302,"S",25.116,-80.734,"6/26/2017","Whipray",NA,NA,NA,292.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.03,30.75,NA,NA,NA,NA,NA,NA
"201706261234-323",2017,6,26,"12:34",323,"E",25.137,-80.705,"6/26/2017","Crocodile",NA,NA,NA,381.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.48,30.85,NA,NA,NA,NA,NA,NA
"201706261334-279",2017,6,26,"13:34",279,"S",25.133,-80.797,"6/26/2017","Rankin",NA,NA,NA,283.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.32,31.34,NA,NA,NA,NA,NA,NA
"201706261443-267",2017,6,26,"14:43",267,"N",25.109,-80.799,"6/26/2017","Rankin",NA,NA,NA,184.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.06,31.71,NA,NA,NA,NA,NA,NA
"201706261421-266",2017,6,26,"14:21",266,"S",25.122,-80.811,"6/26/2017","Rankin",NA,NA,NA,167.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.72,31.75,NA,NA,NA,NA,NA,NA
"201706261320-280",2017,6,26,"13:20",280,"W",25.12,-80.785,"6/26/2017","Rankin",NA,NA,NA,186.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.83,31.99,NA,NA,NA,NA,NA,NA
"201706261403-265",2017,6,26,"14:03",265,"E",25.135,-80.823,"6/26/2017","Rankin",NA,NA,NA,197.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.99,32.09,NA,NA,NA,NA,NA,NA
"201706261347-278",2017,6,26,"13:47",278,"S",25.145,-80.809,"6/26/2017","Rankin",NA,NA,NA,236.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.01,32.2,NA,NA,NA,NA,NA,NA
"201706261457-254",2017,6,26,"14:57",254,"N",25.098,-80.814,"6/26/2017","Rankin",NA,NA,NA,153.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,32.34,NA,NA,NA,NA,NA,NA
"201706261514-237",2017,6,26,"15:14",237,"E",25.126,-80.863,"6/26/2017","Rankin",NA,NA,NA,229.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.24,32.69,NA,NA,NA,NA,NA,NA
"201706270946-229",2017,6,27,"9:46",229,"W",25.026,-80.794,"6/27/2017","Rankin",NA,NA,NA,302.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.43,30.28,NA,NA,NA,NA,NA,NA
"201706270819-253",2017,6,27,"8:19",253,"S",25.111,-80.825,"6/27/2017","Rankin",NA,NA,NA,142.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.83,30.32,NA,NA,NA,NA,NA,NA
"201706270933-228",2017,6,27,"9:33",228,"W",25.038,-80.806,"6/27/2017","Rankin",NA,NA,NA,179.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.79,30.44,NA,NA,NA,NA,NA,NA
"201706270926-227",2017,6,27,"9:26",227,"N",25.051,-80.818,"6/27/2017","Rankin",NA,NA,NA,162.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.87,30.53,NA,NA,NA,NA,NA,NA
"201706270840-240",2017,6,27,"8:40",240,"N",25.088,-80.828,"6/27/2017","Rankin",NA,NA,NA,103.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.68,30.73,NA,NA,NA,NA,NA,NA
"201706271000-243",2017,6,27,"10:00",243,"N",25.049,-80.792,"6/27/2017","Rankin",NA,NA,NA,183.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.71,30.92,NA,NA,NA,NA,NA,NA
"201706270855-224",2017,6,27,"8:55",224,"S",25.09,-80.853,"6/27/2017","Rankin",NA,NA,NA,131.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.13,30.98,NA,NA,NA,NA,NA,NA
"201706271007-242",2017,6,27,"10:07",242,"N",25.062,-80.804,"6/27/2017","Rankin",NA,NA,NA,157.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.19,30.98,NA,NA,NA,NA,NA,NA
"201706271033-255",2017,6,27,"10:33",255,"W",25.085,-80.802,"6/27/2017","Rankin",NA,NA,NA,212.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.76,31.05,NA,NA,NA,NA,NA,NA
"201706270921-226",2017,6,27,"9:21",226,"E",25.064,-80.83,"6/27/2017","Rankin",NA,NA,NA,116.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.56,31.09,NA,NA,NA,NA,NA,NA
"201706270905-225",2017,6,27,"9:05",225,"E",25.077,-80.842,"6/27/2017","Rankin",NA,NA,NA,84.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.25,31.18,NA,NA,NA,NA,NA,NA
"201706271014-241",2017,6,27,"10:14",241,"W",25.075,-80.816,"6/27/2017","Rankin",NA,NA,NA,281.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.86,31.36,NA,NA,NA,NA,NA,NA
"20170627NA-239",2017,6,27,NA,239,NA,25.1,-80.839,"6/27/2017","Rankin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201707151540-314",2017,7,15,"15:40",314,"W",25.114,-80.708,"7/15/2017","Crocodile",NA,NA,NA,388.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.47,31.17,NA,NA,NA,NA,NA,NA
"201707151529-303",2017,7,15,"15:29",303,"E",25.103,-80.722,"7/15/2017","Crocodile",NA,NA,NA,356.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.66,31.34,NA,NA,NA,NA,NA,NA
"201707151547-313",2017,7,15,"15:47",313,"S",25.126,-80.72,"7/15/2017","Crocodile",NA,NA,NA,421.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.23,31.35,NA,NA,NA,NA,NA,NA
"201707151557-302",2017,7,15,"15:57",302,"W",25.116,-80.734,"7/15/2017","Crocodile",NA,NA,NA,225.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.26,31.42,NA,NA,NA,NA,NA,NA
"201707151256-267",2017,7,15,"12:56",267,"N",25.109,-80.799,"7/15/2017","Rankin",NA,NA,NA,164.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.03,31.5,NA,NA,NA,NA,NA,NA
"201707151404-243",2017,7,15,"14:04",243,"N",25.049,-80.792,"7/15/2017","Rankin",NA,NA,NA,316.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.76,31.56,NA,NA,NA,NA,NA,NA
"201707151326-241",2017,7,15,"13:26",241,"W",25.075,-80.816,"7/15/2017","Rankin",NA,NA,NA,489.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4,31.6,NA,NA,NA,NA,NA,NA
"201707151503-304",2017,7,15,"15:03",304,"N",25.088,-80.713,"7/15/2017","Crocodile",NA,NA,NA,344.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.98,31.69,NA,NA,NA,NA,NA,NA
"201707151341-226",2017,7,15,"13:41",226,"N",25.064,-80.83,"7/15/2017","Rankin",NA,NA,NA,377.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.48,31.83,NA,NA,NA,NA,NA,NA
"201707151310-254",2017,7,15,"13:10",254,"E",25.098,-80.814,"7/15/2017","Rankin",NA,NA,NA,176.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,31.9,NA,NA,NA,NA,NA,NA
"201707151417-244",2017,7,15,"14:17",244,"S",25.036,-80.78,"7/15/2017","Rankin",NA,NA,NA,377.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.62,31.9,NA,NA,NA,NA,NA,NA
"201707151609-292",2017,7,15,"16:09",292,"W",25.105,-80.748,"7/15/2017","Crocodile",NA,NA,NA,370.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.51,31.97,NA,NA,NA,NA,NA,NA
"201707151518-315",2017,7,15,"15:18",315,"W",25.101,-80.696,"7/15/2017","Crocodile",NA,NA,NA,432.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.85,31.98,NA,NA,NA,NA,NA,NA
"201707151316-255",2017,7,15,"13:16",255,"W",25.085,-80.802,"7/15/2017","Rankin",NA,NA,NA,606.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.71,32.06,NA,NA,NA,NA,NA,NA
"201707151428-258",2017,7,15,"14:28",258,"S",25.047,-80.766,"7/15/2017","Whipray",NA,NA,NA,136.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,32.07,NA,NA,NA,NA,NA,NA
"201707151625-281",2017,7,15,"16:25",281,"E",25.107,-80.774,"7/15/2017","Crocodile",NA,NA,NA,110.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.75,32.21,NA,NA,NA,NA,NA,NA
"201707151353-242",2017,7,15,"13:53",242,"W",25.062,-80.804,"7/15/2017","Rankin",NA,NA,NA,124.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.28,32.79,NA,NA,NA,NA,NA,NA
"201707160958-117",2017,7,16,"9:58",117,"E",25.089,-80.997,"7/16/2017","West",NA,NA,NA,323.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.95,21.7,NA,NA,NA,NA,NA,NA
"201707160853-070",2017,7,16,"8:53",70,"S",25.132,-80.941,"7/16/2017","West",NA,NA,NA,371.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7,29.6,NA,NA,NA,NA,NA,NA
"201707160925-156",2017,7,16,"9:25",156,"N",25.108,-80.943,"7/16/2017","West",NA,NA,NA,377.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.07,29.68,NA,NA,NA,NA,NA,NA
"201707161030-107",2017,7,16,"10:30",107,"N",25.065,-80.999,"7/16/2017","West",NA,NA,NA,412.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.36,29.72,NA,NA,NA,NA,NA,NA
"201707160934-130",2017,7,16,"9:34",130,"E",25.1,-80.983,"7/16/2017","West",NA,NA,NA,363.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.66,29.78,NA,NA,NA,NA,NA,NA
"201707161057-022",2017,7,16,"10:57",22,"E",25.056,-81.039,"7/16/2017","West",NA,NA,NA,192.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.98,30.11,NA,NA,NA,NA,NA,NA
"201707161207-040",2017,7,16,"12:07",40,"W",25.016,-80.978,"7/16/2017","West",NA,NA,NA,451.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.78,30.16,NA,NA,NA,NA,NA,NA
"201707161121-023",2017,7,16,"11:21",23,"N",25.044,-81.027,"7/16/2017","West",NA,NA,NA,430.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.35,30.3,NA,NA,NA,NA,NA,NA
"201707161145-105",2017,7,16,"11:45",105,"W",25.029,-80.989,"7/16/2017","West",NA,NA,NA,356.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.62,30.51,NA,NA,NA,NA,NA,NA
"201707161012-118",2017,7,16,"10:12",118,"E",25.076,-80.985,"7/16/2017","West",NA,NA,NA,311.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.37,30.57,NA,NA,NA,NA,NA,NA
"201707161318-123",2017,7,16,"13:18",123,"S",25.012,-80.926,"7/16/2017","West",NA,NA,NA,403.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.93,30.93,NA,NA,NA,NA,NA,NA
"201707161409-135",2017,7,16,"14:09",135,"W",25.036,-80.924,"7/16/2017","West",NA,NA,NA,302.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.66,31.13,NA,NA,NA,NA,NA,NA
"201707161351-136",2017,7,16,"13:51",136,"W",25.023,-80.912,"7/16/2017","West",NA,NA,NA,384.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,31.2,NA,NA,NA,NA,NA,NA
"201707161518-168",2017,7,16,"15:18",168,"W",25.094,-80.905,"7/16/2017","West",NA,NA,NA,241.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.84,31.44,NA,NA,NA,NA,NA,NA
"201707161422-146",2017,7,16,"14:22",146,"N",25.059,-80.921,"7/16/2017","West",NA,NA,NA,215.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.64,31.51,NA,NA,NA,NA,NA,NA
"201707161335-137",2017,7,16,"13:35",137,"S",25.01,-80.9,"7/16/2017","West",NA,NA,NA,396.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3,31.6,NA,NA,NA,NA,NA,NA
"201707161441-133",2017,7,16,"14:41",133,"E",25.061,-80.947,"7/16/2017","West",NA,NA,NA,225.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.66,31.75,NA,NA,NA,NA,NA,NA
"201707161500-158",2017,7,16,"15:00",158,"N",25.083,-80.919,"7/16/2017","West",NA,NA,NA,318.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.45,32.06,NA,NA,NA,NA,NA,NA
"201707161545-169",2017,7,16,"15:45",169,"N",25.081,-80.893,"7/16/2017","West",NA,NA,NA,287.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.73,32.9,NA,NA,NA,NA,NA,NA
"201707170930-618",2017,7,17,"9:30",618,"S",25.159,-80.677,"7/17/2017","Crocodile",NA,NA,NA,394.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.27,29.85,NA,NA,NA,NA,NA,NA
"201707170922-616",2017,7,17,"9:22",616,"W",25.148,-80.691,"7/17/2017","Crocodile",NA,NA,NA,413.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3,30.03,NA,NA,NA,NA,NA,NA
"201707170858-401",2017,7,17,"8:58",401,"W",25.135,-80.68,"7/17/2017","Crocodile",NA,NA,NA,423.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.33,30.08,NA,NA,NA,NA,NA,NA
"201707170950-622",2017,7,17,"9:50",622,"W",25.157,-80.651,"7/17/2017","Crocodile",NA,NA,NA,381.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.74,30.23,NA,NA,NA,NA,NA,NA
"201707170941-621",2017,7,17,"9:41",621,"S",25.167,-80.664,"7/17/2017","Crocodile",NA,NA,NA,404.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.08,30.24,NA,NA,NA,NA,NA,NA
"201707170959-619",2017,7,17,"9:59",619,"N",25.149,-80.668,"7/17/2017","Crocodile",NA,NA,NA,402.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.54,30.32,NA,NA,NA,NA,NA,NA
"201707171012-402",2017,7,17,"10:12",402,"S",25.122,-80.668,"7/17/2017","Crocodile",NA,NA,NA,434.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.89,30.49,NA,NA,NA,NA,NA,NA
"201707171028-407",2017,7,17,"10:28",407,"S",25.133,-80.654,"7/17/2017","Crocodile",NA,NA,NA,397.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.43,30.5,NA,NA,NA,NA,NA,NA
"201707170915-323",2017,7,17,"9:15",323,"E",25.137,-80.705,"7/17/2017","Crocodile",NA,NA,NA,415.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.98,30.6,NA,NA,NA,NA,NA,NA
"201707171133-324",2017,7,17,"11:33",324,"S",25.124,-80.694,"7/17/2017","Crocodile",NA,NA,NA,275.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.99,30.63,NA,NA,NA,NA,NA,NA
"201707171038-408",2017,7,17,"10:38",408,"W",25.12,-80.642,"7/17/2017","Crocodile",NA,NA,NA,383.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.54,30.66,NA,NA,NA,NA,NA,NA
"201707171059-404",2017,7,17,"10:59",404,"W",25.099,-80.642,"7/17/2017","Crocodile",NA,NA,NA,365.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.84,30.7,NA,NA,NA,NA,NA,NA
"201707171120-326",2017,7,17,"11:20",326,"S",25.099,-80.67,"7/17/2017","Crocodile",NA,NA,NA,331.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.89,30.74,NA,NA,NA,NA,NA,NA
"201707171051-403",2017,7,17,"10:51",403,"E",25.11,-80.656,"7/17/2017","Crocodile",NA,NA,NA,396.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.77,30.89,NA,NA,NA,NA,NA,NA
"201707171127-325",2017,7,17,"11:27",325,"W",25.112,-80.682,"7/17/2017","Crocodile",NA,NA,NA,405.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.63,30.92,NA,NA,NA,NA,NA,NA
"201707171153-282",2017,7,17,"11:53",282,"N",25.094,-80.762,"7/17/2017","Whipray",NA,NA,NA,402.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1,31.17,NA,NA,NA,NA,NA,NA
"201707171242-283",2017,7,17,"12:42",283,"E",25.081,-80.75,"7/17/2017","Whipray",NA,NA,NA,392.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.12,31.28,NA,NA,NA,NA,NA,NA
"201707171303-284",2017,7,17,"13:03",284,"W",25.069,-80.738,"7/17/2017","Whipray",NA,NA,NA,399.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.81,31.45,NA,NA,NA,NA,NA,NA
"201707171251-294",2017,7,17,"12:51",294,"W",25.078,-80.728,"7/17/2017","Whipray",NA,NA,NA,437.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.69,31.47,NA,NA,NA,NA,NA,NA
"201707171313-271",2017,7,17,"13:13",271,"N",25.058,-80.752,"7/17/2017","Whipray",NA,NA,NA,376.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8,31.51,NA,NA,NA,NA,NA,NA
"201707171410-269",2017,7,17,"14:10",269,"W",25.083,-80.776,"7/17/2017","Whipray",NA,NA,NA,356.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.48,31.72,NA,NA,NA,NA,NA,NA
"201707171358-256",2017,7,17,"13:58",256,"E",25.074,-80.787,"7/17/2017","Whipray",NA,NA,NA,407.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.81,31.79,NA,NA,NA,NA,NA,NA
"201707171323-270",2017,7,17,"13:23",270,"S",25.071,-80.764,"7/17/2017","Whipray",NA,NA,NA,394.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8,31.8,NA,NA,NA,NA,NA,NA
"201707171427-291",2017,7,17,"14:27",291,"W",25.118,-80.76,"7/17/2017","Whipray",NA,NA,NA,356.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.79,31.85,NA,NA,NA,NA,NA,NA
"201707171341-257",2017,7,17,"13:41",257,"E",25.06,-80.778,"7/17/2017","Whipray",NA,NA,NA,230.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.82,31.98,NA,NA,NA,NA,NA,NA
"201707171516-301",2017,7,17,"15:16",301,"E",25.129,-80.745,"7/17/2017","Whipray",NA,NA,NA,375.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.81,31.98,NA,NA,NA,NA,NA,NA
"201707171507-312",2017,7,17,"15:07",312,"W",25.139,-80.733,"7/17/2017","Whipray",NA,NA,NA,282.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.75,32.27,NA,NA,NA,NA,NA,NA
"201707171439-290",2017,7,17,"14:39",290,"E",25.131,-80.771,"7/17/2017","Whipray",NA,NA,NA,371.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.29,32.3,NA,NA,NA,NA,NA,NA
"201707171325-268",2017,7,17,"13:25",268,"E",25.09653,-80.78766,"7/17/2017","Whipray",NA,NA,NA,185.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4,32.68,NA,NA,NA,NA,NA,NA
"201707171454-609",2017,7,17,"14:54",609,"S",25.141,-80.757,"7/17/2017","Whipray",NA,NA,NA,148.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2,32.74,NA,NA,NA,NA,NA,NA
"201707180917-279",2017,7,18,"9:17",279,"S",25.133,-80.797,"7/18/2017","Rankin",NA,NA,NA,219.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.02,30.25,NA,NA,NA,NA,NA,NA
"201707180900-265",2017,7,18,"9:00",265,"E",25.135,-80.823,"7/18/2017","Rankin",NA,NA,NA,170.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.57,30.27,NA,NA,NA,NA,NA,NA
"201707180908-278",2017,7,18,"9:08",278,"S",25.145,-80.809,"7/18/2017","Rankin",NA,NA,NA,217.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.49,30.36,NA,NA,NA,NA,NA,NA
"201707180929-280",2017,7,18,"9:29",280,"W",25.12,-80.785,"7/18/2017","Rankin",NA,NA,NA,305.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.22,30.37,NA,NA,NA,NA,NA,NA
"201707180845-266",2017,7,18,"8:45",266,"W",25.122,-80.811,"7/18/2017","Rankin",NA,NA,NA,274.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.18,30.44,NA,NA,NA,NA,NA,NA
"201707181115-237",2017,7,18,"11:15",237,"E",25.126,-80.863,"7/18/2017","Rankin",NA,NA,NA,129.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30.45,NA,NA,NA,NA,NA,NA
"201707181036-227",2017,7,18,"10:36",227,"S",25.051,-80.818,"7/18/2017","Rankin",NA,NA,NA,236.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.04,30.67,NA,NA,NA,NA,NA,NA
"201707180942-253",2017,7,18,"9:42",253,"S",25.111,-80.825,"7/18/2017","Rankin",NA,NA,NA,204.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.09,30.75,NA,NA,NA,NA,NA,NA
"201707180958-240",2017,7,18,"9:58",240,"W",25.088,-80.828,"7/18/2017","Rankin",NA,NA,NA,172.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.06,30.77,NA,NA,NA,NA,NA,NA
"201707181010-224",2017,7,18,"10:10",224,"S",25.09,-80.853,"7/18/2017","Rankin",NA,NA,NA,111.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3,30.79,NA,NA,NA,NA,NA,NA
"201707181022-225",2017,7,18,"10:22",225,"E",25.077,-80.842,"7/18/2017","Rankin",NA,NA,NA,169.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.77,31.2,NA,NA,NA,NA,NA,NA
"201707180830-071",2017,7,18,"8:30",71,"E",25.119,-80.929,"7/18/2017","West",NA,NA,NA,286.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,31.21,NA,NA,NA,NA,NA,NA
"201707181058-229",2017,7,18,"10:58",229,"W",25.026,-80.794,"7/18/2017","Rankin",NA,NA,NA,282.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.43,31.22,NA,NA,NA,NA,NA,NA
"201707181047-228",2017,7,18,"10:47",228,"W",25.038,-80.806,"7/18/2017","Rankin",NA,NA,NA,137.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.35,31.48,NA,NA,NA,NA,NA,NA
"20170718NA-239",2017,7,18,NA,239,NA,25.1,-80.839,"7/18/2017","Rankin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201708121049-267",2017,8,12,"10:49",267,"N",25.109,-80.799,"8/12/2017","Rankin",NA,NA,NA,226.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.53,31.03,NA,NA,NA,NA,NA,NA
"201708121415-224",2017,8,12,"14:15",224,"S",25.09,-80.853,"8/12/2017","Rankin",NA,NA,NA,108.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.44,31.25,NA,NA,NA,NA,NA,NA
"201708121113-255",2017,8,12,"11:13",255,"W",25.085,-80.802,"8/12/2017","Rankin",NA,NA,NA,241.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.05,31.38,NA,NA,NA,NA,NA,NA
"201708121124-241",2017,8,12,"11:24",241,"N",25.075,-80.816,"8/12/2017","Rankin",NA,NA,NA,382.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.22,31.4,NA,NA,NA,NA,NA,NA
"201708121225-244",2017,8,12,"12:25",244,"S",25.036,-80.78,"8/12/2017","Rankin",NA,NA,NA,308.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75,31.79,NA,NA,NA,NA,NA,NA
"201708121203-242",2017,8,12,"12:03",242,"S",25.062,-80.804,"8/12/2017","Rankin",NA,NA,NA,178.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7,31.8,NA,NA,NA,NA,NA,NA
"201708121210-243",2017,8,12,"12:10",243,"N",25.049,-80.792,"8/12/2017","Rankin",NA,NA,NA,390.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.71,31.85,NA,NA,NA,NA,NA,NA
"201708121240-258",2017,8,12,"12:40",258,"S",25.047,-80.766,"8/12/2017","Whipray",NA,NA,NA,380.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.79,31.85,NA,NA,NA,NA,NA,NA
"201708121351-226",2017,8,12,"13:51",226,"E",25.064,-80.83,"8/12/2017","Rankin",NA,NA,NA,199.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.74,32.32,NA,NA,NA,NA,NA,NA
"201708121341-229",2017,8,12,"13:41",229,"S",25.026,-80.794,"8/12/2017","Rankin",NA,NA,NA,367.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.26,32.38,NA,NA,NA,NA,NA,NA
"201708121331-228",2017,8,12,"13:31",228,"W",25.038,-80.806,"8/12/2017","Rankin",NA,NA,NA,424.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.41,32.41,NA,NA,NA,NA,NA,NA
"201708121403-225",2017,8,12,"14:03",225,"E",25.077,-80.842,"8/12/2017","Rankin",NA,NA,NA,385.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.11,32.65,NA,NA,NA,NA,NA,NA
"201708121525-266",2017,8,12,"15:25",266,"E",25.122,-80.811,"8/12/2017","Rankin",NA,NA,NA,465.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.35,32.85,NA,NA,NA,NA,NA,NA
"201708121431-240",2017,8,12,"14:31",240,"W",25.088,-80.828,"8/12/2017","Rankin",NA,NA,NA,219.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,32.9,NA,NA,NA,NA,NA,NA
"201708121305-227",2017,8,12,"13:05",227,"S",25.051,-80.818,"8/12/2017","Rankin",NA,NA,NA,153.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.41,32.95,NA,NA,NA,NA,NA,NA
"201708121510-254",2017,8,12,"15:10",254,"N",25.098,-80.814,"8/12/2017","Rankin",NA,NA,NA,213.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.97,33.16,NA,NA,NA,NA,NA,NA
"201708121456-253",2017,8,12,"14:56",253,"S",25.111,-80.825,"8/12/2017","Rankin",NA,NA,NA,270.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.11,33.34,NA,NA,NA,NA,NA,NA
"201708121440-239",2017,8,12,"14:40",239,"E",25.1,-80.839,"8/12/2017","Rankin",NA,NA,NA,149.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.99,33.57,NA,NA,NA,NA,NA,NA
"201708131015-073",2017,8,13,"10:15",73,"W",25.13,-80.915,"8/13/2017","West",NA,NA,NA,319.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,30.9,NA,NA,NA,NA,NA,NA
